smiles
Oc1ccccc1C1=[N+]2C(=Cc3c4ccccc4c(-c4ccccc4)n3[B-]2(F)F)c2ccccc21
F[B-]1(F)n2c(c3ccc(Cl)cc3c2-c2ccccc2)C=C2c3ccccc3C(c3ccccc3)=[N+]21
CN(C)c1ccc2c(c1)OC(c1ccccc1)=CC2=CC=Cc1ccc2c3n(c(-c4ccccc4)c2c1)[B-](F)(F)[N+]1=C(c2ccccc2)c2ccccc2C1=C3
F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2)C=C2c3ccccc3C(c3ccc(C=Cc4ccc(N5c6ccccc6CCc6ccccc65)cc4)cc3)=[N+]21
CN(C)c1ccc(C=CC2=C3c4ccccc4C(c4ccccc4)=[N+]3[B-](F)(F)n3c2c2ccccc2c3-c2ccccc2)cc1
CN(C)c1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=C(c4ccccc4)c4ccccc4C2=C3)c1
CN1C(=Cc2ccc3c4n(c(-c5ccccc5)c3c2)[B-](F)(F)[N+]2=C(c3ccccc3)c3ccccc3C2=C4)C=Cc2ccccc21
CN(C)c1ccc(C2=C3c4ccccc4C(c4ccccc4)=[N+]3[B-](F)(F)n3c2c2ccccc2c3-c2ccccc2)cc1
F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2Cl)C=C2c3ccccc3C(c3ccccc3)=[N+]21
Oc1cccc(C2=[N+]3C(=Cc4c5ccccc5c(-c5ccccc5)n4[B-]3(F)F)c3ccccc32)c1
CN1C(=CC2=C3c4ccccc4C(c4ccccc4)=[N+]3[B-](F)(F)n3c2c2ccccc2c3-c2ccccc2)C=Cc2ccccc21
Nc1ccc(C2=C3c4ccccc4C(c4ccccc4)=[N+]3[B-](F)(F)n3c2c2ccccc2c3-c2ccccc2)cc1
O=[N+]([O-])c1ccc(c2ccccc2-c2c3ccccc3c3n2[B-](F)(F)[N+]2=C(c4ccccc4)c4ccccc4C2=C3)cc1
Nc1ccc(c2ccc3c(-c4ccccc4)n4c(c3c2)C=C2c3ccccc3C(c3ccccc3)=[N+]2[B-]4(F)F)cc1
COc1ccc(c2cccc3c2C2=Cc4c5ccccc5c(-c5ccccc5)n4[B-](F)(F)[N+]2=C3c2ccccc2)cc1
CN(C)c1ccc2c(c1)OC(c1ccccc1)=CC2=CC=CC=Cc1cccc2c(-c3ccccc3)n3c(c12)C=C1c2ccccc2C(c2ccccc2)=[N+]1[B-]3(F)F
CN(C)c1ccc2c(c1)C1=Cc3c4ccccc4c(-c4ccccc4)n3[B-](F)(F)[N+]1=C2c1ccccc1
CN(C)c1ccc(-c2ccc(C3=C4c5ccccc5C(c5ccccc5)=[N+]4[B-](F)(F)n4c3c3ccccc3c4-c3ccccc3)s2)cc1
CN1C(=CC=Cc2cccc3c2C(c2ccccc2)=[N+]2C3=Cc3c4ccccc4c(-c4ccccc4)n3[B-]2(F)F)C=Cc2ccccc21
COc1ccc(c2ccc3c(c2)C2=Cc4c5ccccc5c(-c5ccccc5)n4[B-](F)(F)[N+]2=C3c2ccccc2)cc1
CN(C)c1ccc(C=Cc2ccc3c4n(c(-c5ccccc5)c3c2)[B-](F)(F)[N+]2=C(c3ccccc3)c3ccccc3C2=C4)cc1
